rt,trial_type,trial_index,subject,group,stimType,stimNum,type,power_norm,distance_norm,imposition_norm,entitlement_norm,Gender,Native_Speaker,Age
26003,survey-multi-choice,3,37431,group2,low_entitlement,1,interaction,7,4,6,2,Male,Yes,23
20116,survey-multi-choice,4,37431,group2,high_entitlement,4,relationship,5,7,2,6,Male,Yes,23
14962,survey-multi-choice,5,37431,group2,low_entitlement,9,urgency,2,7,1,7,Male,Yes,23
14832,survey-multi-choice,6,37431,group2,low_entitlement,7,urgency,6,5,4,2,Male,Yes,23
21530,survey-multi-choice,7,37431,group2,high_entitlement,8,urgency,7,7,1,5,Male,Yes,23
16180,survey-multi-choice,8,37431,group2,high_entitlement,10,institution,2,1,1,7,Male,Yes,23
18826,survey-multi-choice,9,37431,group2,high_entitlement,6,institution,2,1,1,7,Male,Yes,23
15187,survey-multi-choice,10,37431,group2,low_entitlement,3,relationship,7,3,4,1,Male,Yes,23
15026,survey-multi-choice,11,37431,group2,low_entitlement,5,institution,3,1,1,5,Male,Yes,23
38416,survey-multi-choice,2,37937,group1,high_entitlement,9,urgency,5,7,3,6,Male,Yes,39
30906,survey-multi-choice,3,37937,group1,low_entitlement,6,institution,5,2,2,6,Male,Yes,39
66499,survey-multi-choice,4,37937,group1,high_entitlement,3,relationship,2,5,4,5,Male,Yes,39
20312,survey-multi-choice,5,37937,group1,low_entitlement,2,interaction,6,5,6,1,Male,Yes,39
28526,survey-multi-choice,6,37937,group1,high_entitlement,5,institution,5,2,3,7,Male,Yes,39
19330,survey-multi-choice,7,37937,group1,low_entitlement,10,institution,5,2,3,6,Male,Yes,39
89434,survey-multi-choice,8,37937,group1,low_entitlement,4,relationship,5,4,5,3,Male,Yes,39
11879,survey-multi-choice,9,37937,group1,low_entitlement,8,urgency,5,6,4,2,Male,Yes,39
49921,survey-multi-choice,10,37937,group1,high_entitlement,7,urgency,5,6,5,2,Male,Yes,39
46354,survey-multi-choice,11,37937,group1,high_entitlement,1,interaction,3,5,3,5,Male,Yes,39
15290,survey-multi-choice,2,3826,group1,high_entitlement,7,urgency,4,5,6,5,Male,Yes,28
7270,survey-multi-choice,3,3826,group1,low_entitlement,4,relationship,5,6,NA,6,Male,Yes,28
7830,survey-multi-choice,4,3826,group1,high_entitlement,9,urgency,6,5,6,6,Male,Yes,28
14789,survey-multi-choice,5,3826,group1,low_entitlement,2,interaction,5,6,6,6,Male,Yes,28
7013,survey-multi-choice,6,3826,group1,low_entitlement,8,urgency,5,6,5,6,Male,Yes,28
5980,survey-multi-choice,7,3826,group1,low_entitlement,6,institution,6,5,6,5,Male,Yes,28
8964,survey-multi-choice,8,3826,group1,low_entitlement,10,institution,6,5,6,6,Male,Yes,28
7358,survey-multi-choice,9,3826,group1,high_entitlement,5,institution,6,5,5,6,Male,Yes,28
7120,survey-multi-choice,10,3826,group1,high_entitlement,1,interaction,5,6,5,6,Male,Yes,28
5045,survey-multi-choice,11,3826,group1,high_entitlement,3,relationship,6,5,6,6,Male,Yes,28
48868,survey-multi-choice,2,38293,group2,low_entitlement,3,relationship,3,3,6,7,Male,Yes,28
11763,survey-multi-choice,3,38293,group2,high_entitlement,10,institution,5,5,7,7,Male,Yes,28
11783,survey-multi-choice,4,38293,group2,high_entitlement,6,institution,7,7,5,4,Male,Yes,28
11171,survey-multi-choice,5,38293,group2,low_entitlement,9,urgency,5,6,5,7,Male,Yes,28
12461,survey-multi-choice,6,38293,group2,low_entitlement,7,urgency,7,6,6,7,Male,Yes,28
9257,survey-multi-choice,7,38293,group2,low_entitlement,5,institution,7,7,7,7,Male,Yes,28
330309,survey-multi-choice,8,38293,group2,low_entitlement,1,interaction,6,6,7,7,Male,Yes,28
7292,survey-multi-choice,9,38293,group2,high_entitlement,2,interaction,4,3,3,4,Male,Yes,28
5651,survey-multi-choice,10,38293,group2,high_entitlement,4,relationship,7,6,5,7,Male,Yes,28
30562,survey-multi-choice,11,38293,group2,high_entitlement,8,urgency,6,7,7,5,Male,Yes,28
18807,survey-multi-choice,2,38510,group2,high_entitlement,2,interaction,2,5,5,7,Female,Yes,25
17085,survey-multi-choice,3,38510,group2,low_entitlement,7,urgency,5,5,5,4,Female,Yes,25
21242,survey-multi-choice,4,38510,group2,low_entitlement,3,relationship,7,2,3,4,Female,Yes,25
9372,survey-multi-choice,5,38510,group2,low_entitlement,1,interaction,5,2,5,4,Female,Yes,25
13839,survey-multi-choice,6,38510,group2,high_entitlement,6,institution,6,1,5,5,Female,Yes,25
17055,survey-multi-choice,7,38510,group2,high_entitlement,4,relationship,4,7,2,7,Female,Yes,25
9805,survey-multi-choice,8,38510,group2,high_entitlement,8,urgency,4,5,4,5,Female,Yes,25
11070,survey-multi-choice,9,38510,group2,low_entitlement,5,institution,6,1,3,4,Female,Yes,25
13437,survey-multi-choice,10,38510,group2,low_entitlement,9,urgency,4,5,2,3,Female,Yes,25
8710,survey-multi-choice,11,38510,group2,high_entitlement,10,institution,6,1,5,5,Female,Yes,25
147677,survey-multi-choice,2,40239,group1,low_entitlement,2,interaction,6,5,3,1,Male,No,24
98140,survey-multi-choice,3,40239,group1,high_entitlement,9,urgency,7,7,1,7,Male,No,24
77335,survey-multi-choice,4,40239,group1,high_entitlement,1,interaction,3,6,2,6,Male,No,24
64979,survey-multi-choice,5,40239,group1,low_entitlement,4,relationship,5,3,4,1,Male,No,24
67281,survey-multi-choice,6,40239,group1,low_entitlement,6,institution,4,1,1,7,Male,No,24
60751,survey-multi-choice,7,40239,group1,high_entitlement,7,urgency,4,6,6,1,Male,No,24
49146,survey-multi-choice,8,40239,group1,high_entitlement,5,institution,4,1,1,7,Male,No,24
48060,survey-multi-choice,9,40239,group1,low_entitlement,10,institution,4,1,5,7,Male,No,24
59755,survey-multi-choice,10,40239,group1,high_entitlement,3,relationship,2,3,5,5,Male,No,24
33429,survey-multi-choice,11,40239,group1,low_entitlement,8,urgency,4,6,3,1,Male,No,24
9690,survey-multi-choice,2,41648,group1,high_entitlement,7,urgency,6,7,5,6,Male,Yes,28
7355,survey-multi-choice,3,41648,group1,low_entitlement,4,relationship,7,6,7,5,Male,Yes,28
10546,survey-multi-choice,4,41648,group1,high_entitlement,5,institution,7,5,7,6,Male,Yes,28
7895,survey-multi-choice,5,41648,group1,low_entitlement,8,urgency,6,7,6,7,Male,Yes,28
11176,survey-multi-choice,6,41648,group1,low_entitlement,2,interaction,7,6,7,6,Male,Yes,28
8258,survey-multi-choice,7,41648,group1,low_entitlement,6,institution,6,7,6,7,Male,Yes,28
11512,survey-multi-choice,8,41648,group1,high_entitlement,3,relationship,NA,6,7,6,Male,Yes,28
9984,survey-multi-choice,9,41648,group1,low_entitlement,10,institution,6,7,5,6,Male,Yes,28
8691,survey-multi-choice,10,41648,group1,high_entitlement,9,urgency,6,7,6,4,Male,Yes,28
6070,survey-multi-choice,11,41648,group1,high_entitlement,1,interaction,6,5,6,7,Male,Yes,28
99929,survey-multi-choice,2,427,group2,low_entitlement,1,interaction,5,5,6,4,Female,Yes,29
31983,survey-multi-choice,3,427,group2,high_entitlement,6,institution,7,1,3,7,Female,Yes,29
13577,survey-multi-choice,4,427,group2,high_entitlement,2,interaction,6,6,5,7,Female,Yes,29
38675,survey-multi-choice,5,427,group2,low_entitlement,9,urgency,4,7,2,7,Female,Yes,29
16087,survey-multi-choice,6,427,group2,low_entitlement,7,urgency,5,7,4,7,Female,Yes,29
13771,survey-multi-choice,7,427,group2,low_entitlement,5,institution,7,1,7,2,Female,Yes,29
40323,survey-multi-choice,8,427,group2,low_entitlement,3,relationship,7,2,5,7,Female,Yes,29
16702,survey-multi-choice,9,427,group2,high_entitlement,8,urgency,5,6,3,7,Female,Yes,29
26487,survey-multi-choice,10,427,group2,high_entitlement,4,relationship,5,7,1,7,Female,Yes,29
21423,survey-multi-choice,11,427,group2,high_entitlement,10,institution,7,1,5,7,Female,Yes,29
31023,survey-multi-choice,2,4323,group1,low_entitlement,10,institution,3,1,2,7,Male,Yes,31
22563,survey-multi-choice,3,4323,group1,low_entitlement,8,urgency,6,6,4,2,Male,Yes,31
21587,survey-multi-choice,4,4323,group1,high_entitlement,9,urgency,7,6,2,6,Male,Yes,31
15285,survey-multi-choice,5,4323,group1,high_entitlement,7,urgency,6,6,6,2,Male,Yes,31
18500,survey-multi-choice,6,4323,group1,low_entitlement,4,relationship,6,4,6,1,Male,Yes,31
25104,survey-multi-choice,7,4323,group1,low_entitlement,6,institution,5,1,2,6,Male,Yes,31
17270,survey-multi-choice,8,4323,group1,low_entitlement,2,interaction,7,6,6,1,Male,Yes,31
19699,survey-multi-choice,9,4323,group1,high_entitlement,3,relationship,2,5,6,5,Male,Yes,31
20841,survey-multi-choice,10,4323,group1,high_entitlement,1,interaction,4,5,3,6,Male,Yes,31
18158,survey-multi-choice,11,4323,group1,high_entitlement,5,institution,6,1,2,7,Male,Yes,31
27700,survey-multi-choice,2,43284,group1,low_entitlement,6,institution,1,1,1,7,Male,Yes,24
25047,survey-multi-choice,3,43284,group1,high_entitlement,9,urgency,7,7,4,4,Male,Yes,24
25641,survey-multi-choice,4,43284,group1,low_entitlement,2,interaction,7,4,7,1,Male,Yes,24
13158,survey-multi-choice,5,43284,group1,low_entitlement,4,relationship,7,4,7,1,Male,Yes,24
20864,survey-multi-choice,6,43284,group1,high_entitlement,3,relationship,1,4,7,4,Male,Yes,24
23578,survey-multi-choice,7,43284,group1,high_entitlement,1,interaction,4,7,7,7,Male,Yes,24
20002,survey-multi-choice,8,43284,group1,high_entitlement,5,institution,4,1,7,7,Male,Yes,24
15629,survey-multi-choice,9,43284,group1,high_entitlement,7,urgency,7,7,7,4,Male,Yes,24
11786,survey-multi-choice,10,43284,group1,low_entitlement,10,institution,1,1,1,7,Male,Yes,24
15709,survey-multi-choice,11,43284,group1,low_entitlement,8,urgency,7,4,4,1,Male,Yes,24
22042,survey-multi-choice,2,44313,group2,low_entitlement,5,institution,7,6,7,6,Female,No,26
8841,survey-multi-choice,3,44313,group2,high_entitlement,2,interaction,6,6,6,7,Female,No,26
340,survey-multi-choice,4,44313,group2,low_entitlement,7,urgency,NA,NA,NA,NA,Female,No,26
30413,survey-multi-choice,5,44313,group2,low_entitlement,3,relationship,7,6,6,7,Female,No,26
590,survey-multi-choice,6,44313,group2,low_entitlement,1,interaction,NA,NA,NA,NA,Female,No,26
189226,survey-multi-choice,7,44313,group2,low_entitlement,9,urgency,7,6,7,6,Female,No,26
20410,survey-multi-choice,8,44313,group2,high_entitlement,6,institution,7,6,7,6,Female,No,26
8954,survey-multi-choice,9,44313,group2,high_entitlement,8,urgency,6,7,6,6,Female,No,26
18994,survey-multi-choice,10,44313,group2,high_entitlement,4,relationship,7,5,5,6,Female,No,26
8698,survey-multi-choice,11,44313,group2,high_entitlement,10,institution,5,6,7,6,Female,No,26
39421,survey-multi-choice,2,44320,group2,low_entitlement,3,relationship,5,4,4,6,Male,Yes,27
25231,survey-multi-choice,3,44320,group2,high_entitlement,2,interaction,5,5,4,7,Male,Yes,27
19643,survey-multi-choice,4,44320,group2,low_entitlement,7,urgency,4,6,5,3,Male,Yes,27
33085,survey-multi-choice,5,44320,group2,high_entitlement,8,urgency,5,4,4,4,Male,Yes,27
33712,survey-multi-choice,6,44320,group2,low_entitlement,1,interaction,4,5,4,4,Male,Yes,27
26190,survey-multi-choice,7,44320,group2,low_entitlement,9,urgency,4,5,2,4,Male,Yes,27
30902,survey-multi-choice,8,44320,group2,high_entitlement,10,institution,5,2,3,7,Male,Yes,27
35528,survey-multi-choice,9,44320,group2,low_entitlement,5,institution,6,2,3,5,Male,Yes,27
20597,survey-multi-choice,10,44320,group2,high_entitlement,4,relationship,4,7,3,5,Male,Yes,27
94113,survey-multi-choice,11,44320,group2,high_entitlement,6,institution,7,1,3,5,Male,Yes,27
65812,survey-multi-choice,2,44956,group2,low_entitlement,7,urgency,4,7,6,6,Male,Yes,28
75275,survey-multi-choice,3,44956,group2,low_entitlement,5,institution,7,2,2,6,Male,Yes,28
52945,survey-multi-choice,4,44956,group2,low_entitlement,3,relationship,7,5,2,5,Male,Yes,28
19176,survey-multi-choice,5,44956,group2,high_entitlement,6,institution,7,4,5,3,Male,Yes,28
68612,survey-multi-choice,6,44956,group2,high_entitlement,8,urgency,7,7,6,6,Male,Yes,28
23055,survey-multi-choice,7,44956,group2,high_entitlement,2,interaction,3,7,2,7,Male,Yes,28
71415,survey-multi-choice,8,44956,group2,high_entitlement,10,institution,7,6,6,7,Male,Yes,28
35663,survey-multi-choice,9,44956,group2,low_entitlement,9,urgency,4,7,5,4,Male,Yes,28
88838,survey-multi-choice,10,44956,group2,low_entitlement,1,interaction,4,7,4,6,Male,Yes,28
15699,survey-multi-choice,11,44956,group2,high_entitlement,4,relationship,4,7,3,7,Male,Yes,28
28908,survey-multi-choice,2,4677,group2,low_entitlement,7,urgency,5,6,5,4,Female,Yes,45
26146,survey-multi-choice,3,4677,group2,high_entitlement,4,relationship,4,7,5,7,Female,Yes,45
21937,survey-multi-choice,4,4677,group2,high_entitlement,10,institution,5,1,3,7,Female,Yes,45
21103,survey-multi-choice,5,4677,group2,high_entitlement,8,urgency,5,6,4,6,Female,Yes,45
19239,survey-multi-choice,6,4677,group2,high_entitlement,2,interaction,5,6,5,7,Female,Yes,45
16562,survey-multi-choice,7,4677,group2,high_entitlement,6,institution,6,1,3,7,Female,Yes,45
22130,survey-multi-choice,8,4677,group2,low_entitlement,3,relationship,7,1,4,6,Female,Yes,45
14662,survey-multi-choice,9,4677,group2,low_entitlement,5,institution,7,1,5,5,Female,Yes,45
17102,survey-multi-choice,10,4677,group2,low_entitlement,9,urgency,4,6,2,6,Female,Yes,45
18265,survey-multi-choice,11,4677,group2,low_entitlement,1,interaction,5,3,6,3,Female,Yes,45
94819,survey-multi-choice,2,46809,group2,low_entitlement,9,urgency,4,6,1,1,Female,Yes,38
1090234,survey-multi-choice,3,46809,group2,low_entitlement,7,urgency,5,5,3,2,Female,Yes,38
33685,survey-multi-choice,4,46809,group2,high_entitlement,6,institution,6,2,3,2,Female,Yes,38
14950,survey-multi-choice,5,46809,group2,high_entitlement,4,relationship,6,7,5,4,Female,Yes,38
26045,survey-multi-choice,6,46809,group2,high_entitlement,10,institution,6,1,1,6,Female,Yes,38
21521,survey-multi-choice,7,46809,group2,low_entitlement,3,relationship,6,2,1,5,Female,Yes,38
36804,survey-multi-choice,8,46809,group2,high_entitlement,8,urgency,6,6,4,3,Female,Yes,38
23616,survey-multi-choice,9,46809,group2,low_entitlement,5,institution,5,1,6,2,Female,Yes,38
24666,survey-multi-choice,10,46809,group2,low_entitlement,1,interaction,4,6,5,3,Female,Yes,38
15601,survey-multi-choice,11,46809,group2,high_entitlement,2,interaction,4,7,6,5,Female,Yes,38
68402,survey-multi-choice,2,46820,group1,low_entitlement,6,institution,6,4,7,3,Male,Yes,30
41056,survey-multi-choice,3,46820,group1,high_entitlement,3,relationship,7,7,3,6,Male,Yes,30
37762,survey-multi-choice,4,46820,group1,low_entitlement,8,urgency,7,7,1,7,Male,Yes,30
20836,survey-multi-choice,5,46820,group1,high_entitlement,7,urgency,6,6,4,3,Male,Yes,30
27842,survey-multi-choice,6,46820,group1,low_entitlement,4,relationship,7,7,1,7,Male,Yes,30
20369,survey-multi-choice,7,46820,group1,high_entitlement,9,urgency,6,6,3,5,Male,Yes,30
14305,survey-multi-choice,8,46820,group1,low_entitlement,10,institution,7,7,4,4,Male,Yes,30
15634,survey-multi-choice,9,46820,group1,high_entitlement,1,interaction,5,4,4,4,Male,Yes,30
21638,survey-multi-choice,10,46820,group1,low_entitlement,2,interaction,4,4,4,4,Male,Yes,30
12385,survey-multi-choice,11,46820,group1,high_entitlement,5,institution,7,7,4,4,Male,Yes,30
4236,survey-multi-choice,2,47648,group1,low_entitlement,6,institution,5,6,6,7,Male,Yes,25
3835,survey-multi-choice,3,47648,group1,low_entitlement,8,urgency,5,6,5,6,Male,Yes,25
4051,survey-multi-choice,4,47648,group1,high_entitlement,7,urgency,6,5,5,6,Male,Yes,25
4793,survey-multi-choice,5,47648,group1,high_entitlement,9,urgency,6,6,5,6,Male,Yes,25
4917,survey-multi-choice,6,47648,group1,low_entitlement,10,institution,6,6,5,5,Male,Yes,25
4254,survey-multi-choice,7,47648,group1,high_entitlement,1,interaction,6,5,5,4,Male,Yes,25
6897,survey-multi-choice,8,47648,group1,high_entitlement,5,institution,5,6,5,6,Male,Yes,25
4231,survey-multi-choice,9,47648,group1,low_entitlement,4,relationship,6,5,5,6,Male,Yes,25
5837,survey-multi-choice,10,47648,group1,high_entitlement,3,relationship,6,5,5,6,Male,Yes,25
5881,survey-multi-choice,11,47648,group1,low_entitlement,2,interaction,6,5,5,6,Male,Yes,25
22991,survey-multi-choice,2,51200,group2,low_entitlement,1,interaction,5,6,5,4,Female,Yes,70
46464,survey-multi-choice,3,51200,group2,high_entitlement,2,interaction,6,6,5,5,Female,Yes,70
79746,survey-multi-choice,4,51200,group2,high_entitlement,6,institution,5,2,4,7,Female,Yes,70
11023,survey-multi-choice,5,51200,group2,low_entitlement,9,urgency,4,5,2,4,Female,Yes,70
18923,survey-multi-choice,6,51200,group2,high_entitlement,4,relationship,4,7,4,7,Female,Yes,70
59354,survey-multi-choice,7,51200,group2,low_entitlement,3,relationship,6,4,2,6,Female,Yes,70
9816,survey-multi-choice,8,51200,group2,low_entitlement,5,institution,4,2,5,5,Female,Yes,70
31165,survey-multi-choice,9,51200,group2,low_entitlement,7,urgency,5,5,5,5,Female,Yes,70
21367,survey-multi-choice,10,51200,group2,high_entitlement,10,institution,5,2,5,7,Female,Yes,70
40196,survey-multi-choice,11,51200,group2,high_entitlement,8,urgency,4,6,4,6,Female,Yes,70
45168,survey-multi-choice,2,51281,group1,low_entitlement,10,institution,4,2,3,5,Female,Yes,34
24334,survey-multi-choice,3,51281,group1,low_entitlement,8,urgency,5,4,3,4,Female,Yes,34
24500,survey-multi-choice,4,51281,group1,high_entitlement,7,urgency,6,4,6,2,Female,Yes,34
28505,survey-multi-choice,5,51281,group1,high_entitlement,5,institution,4,1,1,7,Female,Yes,34
37907,survey-multi-choice,6,51281,group1,high_entitlement,3,relationship,2,3,3,6,Female,Yes,34
28860,survey-multi-choice,7,51281,group1,low_entitlement,4,relationship,6,3,5,2,Female,Yes,34
18858,survey-multi-choice,8,51281,group1,low_entitlement,6,institution,4,1,1,7,Female,Yes,34
22895,survey-multi-choice,9,51281,group1,high_entitlement,9,urgency,5,4,1,6,Female,Yes,34
24274,survey-multi-choice,10,51281,group1,high_entitlement,1,interaction,3,4,3,4,Female,Yes,34
25003,survey-multi-choice,11,51281,group1,low_entitlement,2,interaction,6,4,4,2,Female,Yes,34
39457,survey-multi-choice,2,52984,group2,high_entitlement,8,urgency,6,5,2,7,Male,Yes,25
20876,survey-multi-choice,3,52984,group2,high_entitlement,6,institution,7,1,1,7,Male,Yes,25
23644,survey-multi-choice,4,52984,group2,low_entitlement,9,urgency,4,6,1,2,Male,Yes,25
27740,survey-multi-choice,5,52984,group2,low_entitlement,7,urgency,5,6,5,3,Male,Yes,25
21624,survey-multi-choice,6,52984,group2,high_entitlement,4,relationship,5,7,4,6,Male,Yes,25
23914,survey-multi-choice,7,52984,group2,high_entitlement,2,interaction,5,4,5,7,Male,Yes,25
23273,survey-multi-choice,8,52984,group2,low_entitlement,1,interaction,4,5,7,1,Male,Yes,25
15170,survey-multi-choice,9,52984,group2,high_entitlement,10,institution,7,1,2,7,Male,Yes,25
16537,survey-multi-choice,10,52984,group2,low_entitlement,5,institution,7,1,1,6,Male,Yes,25
16914,survey-multi-choice,11,52984,group2,low_entitlement,3,relationship,7,2,4,7,Male,Yes,25
24580,survey-multi-choice,2,53586,group2,high_entitlement,10,institution,5,1,1,7,Male,Yes,39
22721,survey-multi-choice,3,53586,group2,low_entitlement,3,relationship,7,1,3,6,Male,Yes,39
18584,survey-multi-choice,4,53586,group2,high_entitlement,4,relationship,3,7,1,7,Male,Yes,39
16909,survey-multi-choice,5,53586,group2,low_entitlement,9,urgency,1,7,1,6,Male,Yes,39
32966,survey-multi-choice,6,53586,group2,high_entitlement,2,interaction,4,6,4,7,Male,Yes,39
19120,survey-multi-choice,7,53586,group2,high_entitlement,6,institution,5,1,2,7,Male,Yes,39
27716,survey-multi-choice,8,53586,group2,low_entitlement,1,interaction,5,5,5,3,Male,Yes,39
19949,survey-multi-choice,9,53586,group2,low_entitlement,7,urgency,3,7,2,5,Male,Yes,39
13897,survey-multi-choice,10,53586,group2,low_entitlement,5,institution,7,1,4,7,Male,Yes,39
21982,survey-multi-choice,11,53586,group2,high_entitlement,8,urgency,5,7,4,6,Male,Yes,39
26352,survey-multi-choice,2,53991,group1,high_entitlement,7,urgency,7,7,NA,2,Male,Yes,21
309072,survey-multi-choice,3,53991,group1,high_entitlement,9,urgency,5,5,4,2,Male,Yes,21
48532,survey-multi-choice,4,53991,group1,high_entitlement,3,relationship,2,5,2,1,Male,Yes,21
22156,survey-multi-choice,5,53991,group1,high_entitlement,5,institution,7,1,1,1,Male,Yes,21
18204,survey-multi-choice,6,53991,group1,low_entitlement,10,institution,5,1,1,7,Male,Yes,21
20482,survey-multi-choice,7,53991,group1,low_entitlement,6,institution,2,2,1,1,Male,Yes,21
18171,survey-multi-choice,8,53991,group1,low_entitlement,4,relationship,7,3,5,3,Male,Yes,21
53042,survey-multi-choice,9,53991,group1,low_entitlement,2,interaction,7,5,6,6,Male,Yes,21
25103,survey-multi-choice,10,53991,group1,high_entitlement,1,interaction,2,5,2,7,Male,Yes,21
32106,survey-multi-choice,11,53991,group1,low_entitlement,8,urgency,6,6,5,5,Male,Yes,21
16442,survey-multi-choice,2,5681,group2,high_entitlement,4,relationship,4,7,5,6,Male,Yes,37
21292,survey-multi-choice,3,5681,group2,low_entitlement,9,urgency,4,5,6,4,Male,Yes,37
18753,survey-multi-choice,4,5681,group2,high_entitlement,10,institution,6,1,1,7,Male,Yes,37
15301,survey-multi-choice,5,5681,group2,low_entitlement,3,relationship,2,3,2,4,Male,Yes,37
16435,survey-multi-choice,6,5681,group2,high_entitlement,8,urgency,6,5,6,7,Male,Yes,37
14073,survey-multi-choice,7,5681,group2,low_entitlement,5,institution,1,1,1,7,Male,Yes,37
17841,survey-multi-choice,8,5681,group2,high_entitlement,2,interaction,6,4,5,7,Male,Yes,37
16413,survey-multi-choice,9,5681,group2,low_entitlement,7,urgency,3,5,5,2,Male,Yes,37
16834,survey-multi-choice,10,5681,group2,high_entitlement,6,institution,6,1,1,7,Male,Yes,37
22120,survey-multi-choice,11,5681,group2,low_entitlement,1,interaction,4,4,5,4,Male,Yes,37
36602,survey-multi-choice,2,57197,group1,low_entitlement,10,institution,1,1,1,7,Female,Yes,46
29353,survey-multi-choice,3,57197,group1,high_entitlement,9,urgency,7,6,2,6,Female,Yes,46
55225,survey-multi-choice,4,57197,group1,high_entitlement,3,relationship,1,3,1,7,Female,Yes,46
24622,survey-multi-choice,5,57197,group1,high_entitlement,5,institution,7,1,1,7,Female,Yes,46
32969,survey-multi-choice,6,57197,group1,high_entitlement,1,interaction,6,4,3,7,Female,Yes,46
38757,survey-multi-choice,7,57197,group1,high_entitlement,7,urgency,7,6,5,6,Female,Yes,46
35186,survey-multi-choice,8,57197,group1,low_entitlement,2,interaction,7,5,6,1,Female,Yes,46
21506,survey-multi-choice,9,57197,group1,low_entitlement,4,relationship,7,4,6,1,Female,Yes,46
14086,survey-multi-choice,10,57197,group1,low_entitlement,8,urgency,7,5,6,1,Female,Yes,46
12574,survey-multi-choice,11,57197,group1,low_entitlement,6,institution,3,1,1,7,Female,Yes,46
92199,survey-multi-choice,2,58559,group2,high_entitlement,8,urgency,5,6,3,1,Male,Yes,33
57904,survey-multi-choice,3,58559,group2,high_entitlement,4,relationship,5,7,2,2,Male,Yes,33
52223,survey-multi-choice,4,58559,group2,low_entitlement,7,urgency,6,5,6,6,Male,Yes,33
30032,survey-multi-choice,5,58559,group2,low_entitlement,9,urgency,3,5,3,4,Male,Yes,33
32394,survey-multi-choice,6,58559,group2,high_entitlement,2,interaction,7,4,7,1,Male,Yes,33
27206,survey-multi-choice,7,58559,group2,low_entitlement,5,institution,7,1,6,1,Male,Yes,33
41995,survey-multi-choice,8,58559,group2,high_entitlement,6,institution,7,2,4,1,Male,Yes,33
36325,survey-multi-choice,9,58559,group2,low_entitlement,1,interaction,6,5,5,6,Male,Yes,33
38482,survey-multi-choice,10,58559,group2,low_entitlement,3,relationship,7,2,3,2,Male,Yes,33
45518,survey-multi-choice,11,58559,group2,high_entitlement,10,institution,6,1,3,1,Male,Yes,33
16833,survey-multi-choice,2,60,group1,low_entitlement,6,institution,1,1,1,7,Male,Yes,25
19768,survey-multi-choice,3,60,group1,high_entitlement,9,urgency,1,5,1,7,Male,Yes,25
24725,survey-multi-choice,4,60,group1,high_entitlement,1,interaction,4,4,3,4,Male,Yes,25
15638,survey-multi-choice,5,60,group1,low_entitlement,8,urgency,1,2,4,1,Male,Yes,25
17458,survey-multi-choice,6,60,group1,low_entitlement,2,interaction,1,2,5,1,Male,Yes,25
