rt,trial_type,trial_index,subject,group,stimType,stimNum,type,power_norm,distance_norm,imposition_norm,entitlement_norm,Gender,Native_Speaker,Age
24733,survey-multi-choice,10,78558,group1,high_entitlement,1,interaction,4,4,5,7,Male,Yes,38
19635,survey-multi-choice,11,78558,group1,low_entitlement,4,relationship,7,4,6,3,Male,Yes,38
25730,survey-multi-choice,2,78789,group2,high_entitlement,8,urgency,2,5,2,1,Male,Yes,32
10610,survey-multi-choice,3,78789,group2,low_entitlement,1,interaction,3,4,4,1,Male,Yes,32
18679,survey-multi-choice,4,78789,group2,low_entitlement,5,institution,1,1,1,1,Male,Yes,32
27211,survey-multi-choice,5,78789,group2,low_entitlement,7,urgency,2,6,3,2,Male,Yes,32
7642,survey-multi-choice,6,78789,group2,high_entitlement,10,institution,2,2,3,2,Male,Yes,32
5242,survey-multi-choice,7,78789,group2,high_entitlement,2,interaction,3,3,2,1,Male,Yes,32
12562,survey-multi-choice,8,78789,group2,low_entitlement,3,relationship,3,3,1,1,Male,Yes,32
5898,survey-multi-choice,9,78789,group2,high_entitlement,4,relationship,1,1,1,1,Male,Yes,32
17978,survey-multi-choice,10,78789,group2,high_entitlement,6,institution,5,2,1,1,Male,Yes,32
5845,survey-multi-choice,11,78789,group2,low_entitlement,9,urgency,3,3,2,1,Male,Yes,32
20608,survey-multi-choice,2,79032,group1,high_entitlement,3,relationship,2,4,3,6,Male,Yes,36
17391,survey-multi-choice,3,79032,group1,low_entitlement,4,relationship,4,4,5,2,Male,Yes,36
15497,survey-multi-choice,4,79032,group1,low_entitlement,2,interaction,4,5,6,2,Male,Yes,36
16268,survey-multi-choice,5,79032,group1,high_entitlement,1,interaction,4,6,3,6,Male,Yes,36
13354,survey-multi-choice,6,79032,group1,high_entitlement,9,urgency,4,6,2,7,Male,Yes,36
9578,survey-multi-choice,7,79032,group1,low_entitlement,8,urgency,4,5,3,3,Male,Yes,36
17128,survey-multi-choice,8,79032,group1,high_entitlement,5,institution,4,1,1,7,Male,Yes,36
11186,survey-multi-choice,9,79032,group1,high_entitlement,7,urgency,4,6,4,7,Male,Yes,36
15347,survey-multi-choice,10,79032,group1,low_entitlement,10,institution,3,1,2,6,Male,Yes,36
13142,survey-multi-choice,11,79032,group1,low_entitlement,6,institution,4,2,2,6,Male,Yes,36
19096,survey-multi-choice,2,81964,group1,high_entitlement,9,urgency,5,6,2,2,Female,Yes,27
19920,survey-multi-choice,3,81964,group1,low_entitlement,8,urgency,6,4,5,4,Female,Yes,27
23087,survey-multi-choice,4,81964,group1,low_entitlement,10,institution,2,1,2,7,Female,Yes,27
21533,survey-multi-choice,5,81964,group1,high_entitlement,7,urgency,6,6,6,5,Female,Yes,27
14478,survey-multi-choice,6,81964,group1,low_entitlement,2,interaction,6,4,6,2,Female,Yes,27
16093,survey-multi-choice,7,81964,group1,high_entitlement,5,institution,3,1,2,7,Female,Yes,27
16536,survey-multi-choice,8,81964,group1,low_entitlement,6,institution,3,2,1,7,Female,Yes,27
21528,survey-multi-choice,9,81964,group1,low_entitlement,4,relationship,4,3,6,2,Female,Yes,27
20200,survey-multi-choice,10,81964,group1,high_entitlement,1,interaction,4,3,3,7,Female,Yes,27
13876,survey-multi-choice,11,81964,group1,high_entitlement,3,relationship,1,5,5,7,Female,Yes,27
126497,survey-multi-choice,2,82356,group2,high_entitlement,10,institution,5,1,1,7,Male,Yes,33
272775,survey-multi-choice,3,82356,group2,low_entitlement,7,urgency,7,5,5,2,Male,Yes,33
34469,survey-multi-choice,4,82356,group2,high_entitlement,8,urgency,6,5,2,6,Male,Yes,33
23522,survey-multi-choice,5,82356,group2,low_entitlement,1,interaction,6,4,5,1,Male,Yes,33
106044,survey-multi-choice,6,82356,group2,low_entitlement,9,urgency,4,5,4,1,Male,Yes,33
254711,survey-multi-choice,7,82356,group2,low_entitlement,3,relationship,7,2,2,3,Male,Yes,33
17537,survey-multi-choice,8,82356,group2,high_entitlement,4,relationship,4,7,2,6,Male,Yes,33
260925,survey-multi-choice,9,82356,group2,high_entitlement,6,institution,5,1,2,7,Male,Yes,33
16222,survey-multi-choice,10,82356,group2,high_entitlement,2,interaction,5,5,3,7,Male,Yes,33
20730,survey-multi-choice,11,82356,group2,low_entitlement,5,institution,3,1,2,4,Male,Yes,33
22983,survey-multi-choice,2,83255,group2,high_entitlement,10,institution,4,1,3,1,Female,Yes,36
25410,survey-multi-choice,3,83255,group2,high_entitlement,2,interaction,7,5,6,6,Female,Yes,36
16120,survey-multi-choice,4,83255,group2,low_entitlement,3,relationship,7,2,5,4,Female,Yes,36
14515,survey-multi-choice,5,83255,group2,low_entitlement,7,urgency,7,6,4,5,Female,Yes,36
18312,survey-multi-choice,6,83255,group2,low_entitlement,1,interaction,7,5,5,6,Female,Yes,36
14445,survey-multi-choice,7,83255,group2,low_entitlement,9,urgency,7,7,3,7,Female,Yes,36
17473,survey-multi-choice,8,83255,group2,high_entitlement,8,urgency,6,7,4,2,Female,Yes,36
16827,survey-multi-choice,9,83255,group2,low_entitlement,5,institution,7,1,2,2,Female,Yes,36
14055,survey-multi-choice,10,83255,group2,high_entitlement,6,institution,6,1,3,2,Female,Yes,36
13333,survey-multi-choice,11,83255,group2,high_entitlement,4,relationship,5,7,4,3,Female,Yes,36
32301,survey-multi-choice,2,8435,group2,high_entitlement,2,interaction,2,6,1,7,Female,Yes,43
44078,survey-multi-choice,3,8435,group2,high_entitlement,6,institution,7,1,5,7,Female,Yes,43
20710,survey-multi-choice,4,8435,group2,low_entitlement,5,institution,6,1,6,3,Female,Yes,43
43322,survey-multi-choice,5,8435,group2,high_entitlement,4,relationship,4,7,5,6,Female,Yes,43
36019,survey-multi-choice,6,8435,group2,low_entitlement,9,urgency,6,6,2,2,Female,Yes,43
30721,survey-multi-choice,7,8435,group2,high_entitlement,8,urgency,6,6,5,7,Female,Yes,43
18130,survey-multi-choice,8,8435,group2,low_entitlement,7,urgency,7,5,6,1,Female,Yes,43
30575,survey-multi-choice,9,8435,group2,high_entitlement,10,institution,7,1,1,7,Female,Yes,43
26263,survey-multi-choice,10,8435,group2,low_entitlement,1,interaction,5,5,6,2,Female,Yes,43
36585,survey-multi-choice,11,8435,group2,low_entitlement,3,relationship,7,2,3,6,Female,Yes,43
45097,survey-multi-choice,2,85921,group2,low_entitlement,3,relationship,5,5,1,5,Male,Yes,31
22296,survey-multi-choice,3,85921,group2,low_entitlement,7,urgency,6,6,1,6,Male,Yes,31
15278,survey-multi-choice,4,85921,group2,low_entitlement,9,urgency,6,6,1,6,Male,Yes,31
13545,survey-multi-choice,5,85921,group2,high_entitlement,4,relationship,6,6,1,4,Male,Yes,31
13099,survey-multi-choice,6,85921,group2,low_entitlement,1,interaction,6,6,1,6,Male,Yes,31
12056,survey-multi-choice,7,85921,group2,high_entitlement,2,interaction,1,6,7,1,Male,Yes,31
14425,survey-multi-choice,8,85921,group2,high_entitlement,6,institution,6,6,1,6,Male,Yes,31
12499,survey-multi-choice,9,85921,group2,high_entitlement,10,institution,6,6,1,6,Male,Yes,31
11525,survey-multi-choice,10,85921,group2,low_entitlement,5,institution,5,6,1,6,Male,Yes,31
10409,survey-multi-choice,11,85921,group2,high_entitlement,8,urgency,6,6,1,6,Male,Yes,31
26364,survey-multi-choice,2,86292,group1,high_entitlement,3,relationship,5,4,2,4,Prefer not to say,Yes,19
26491,survey-multi-choice,3,86292,group1,high_entitlement,7,urgency,6,6,6,1,Prefer not to say,Yes,19
14460,survey-multi-choice,4,86292,group1,low_entitlement,8,urgency,6,4,3,1,Prefer not to say,Yes,19
61910,survey-multi-choice,5,86292,group1,low_entitlement,4,relationship,4,3,7,1,Prefer not to say,Yes,19
11588,survey-multi-choice,6,86292,group1,high_entitlement,5,institution,1,1,1,7,Prefer not to say,Yes,19
26364,survey-multi-choice,7,86292,group1,high_entitlement,1,interaction,4,4,2,7,Prefer not to say,Yes,19
26931,survey-multi-choice,8,86292,group1,low_entitlement,2,interaction,3,4,6,1,Prefer not to say,Yes,19
10068,survey-multi-choice,9,86292,group1,low_entitlement,6,institution,6,1,1,7,Prefer not to say,Yes,19
22915,survey-multi-choice,10,86292,group1,low_entitlement,10,institution,6,1,1,7,Prefer not to say,Yes,19
27340,survey-multi-choice,11,86292,group1,high_entitlement,9,urgency,1,6,1,7,Prefer not to say,Yes,19
28072,survey-multi-choice,2,86305,group1,high_entitlement,9,urgency,6,7,1,1,Male,Yes,46
17607,survey-multi-choice,3,86305,group1,low_entitlement,10,institution,3,2,2,2,Male,Yes,46
17323,survey-multi-choice,4,86305,group1,high_entitlement,7,urgency,6,6,4,2,Male,Yes,46
18650,survey-multi-choice,5,86305,group1,high_entitlement,5,institution,4,3,1,1,Male,Yes,46
21133,survey-multi-choice,6,86305,group1,high_entitlement,1,interaction,4,6,2,1,Male,Yes,46
17402,survey-multi-choice,7,86305,group1,low_entitlement,8,urgency,5,7,3,2,Male,Yes,46
15362,survey-multi-choice,8,86305,group1,low_entitlement,4,relationship,4,4,4,3,Male,Yes,46
19477,survey-multi-choice,9,86305,group1,low_entitlement,6,institution,3,3,1,1,Male,Yes,46
20954,survey-multi-choice,10,86305,group1,high_entitlement,3,relationship,2,5,4,4,Male,Yes,46
20097,survey-multi-choice,11,86305,group1,low_entitlement,2,interaction,5,6,5,3,Male,Yes,46
6945,survey-multi-choice,2,87152,group1,low_entitlement,10,institution,5,4,3,5,Male,Yes,27
7059,survey-multi-choice,3,87152,group1,high_entitlement,7,urgency,5,4,3,6,Male,Yes,27
5603,survey-multi-choice,4,87152,group1,high_entitlement,3,relationship,6,4,3,5,Male,Yes,27
6967,survey-multi-choice,5,87152,group1,low_entitlement,6,institution,6,4,3,5,Male,Yes,27
6139,survey-multi-choice,6,87152,group1,high_entitlement,1,interaction,6,3,4,6,Male,Yes,27
5608,survey-multi-choice,7,87152,group1,high_entitlement,9,urgency,6,4,3,5,Male,Yes,27
42986,survey-multi-choice,8,87152,group1,high_entitlement,5,institution,5,4,3,5,Male,Yes,27
5604,survey-multi-choice,9,87152,group1,low_entitlement,4,relationship,5,3,4,6,Male,Yes,27
4884,survey-multi-choice,10,87152,group1,low_entitlement,2,interaction,5,3,4,5,Male,Yes,27
20305,survey-multi-choice,11,87152,group1,low_entitlement,8,urgency,6,4,5,4,Male,Yes,27
8091,survey-multi-choice,2,87353,group1,low_entitlement,2,interaction,5,3,6,4,Male,Yes,29
12717,survey-multi-choice,3,87353,group1,high_entitlement,7,urgency,4,6,3,6,Male,Yes,29
9247,survey-multi-choice,4,87353,group1,low_entitlement,10,institution,5,2,5,5,Male,Yes,29
32664,survey-multi-choice,5,87353,group1,low_entitlement,6,institution,3,6,4,4,Male,Yes,29
5715,survey-multi-choice,6,87353,group1,high_entitlement,9,urgency,5,3,6,4,Male,Yes,29
9242,survey-multi-choice,7,87353,group1,high_entitlement,1,interaction,6,3,6,3,Male,Yes,29
11450,survey-multi-choice,8,87353,group1,high_entitlement,3,relationship,3,3,6,4,Male,Yes,29
5787,survey-multi-choice,9,87353,group1,high_entitlement,5,institution,5,3,5,3,Male,Yes,29
7373,survey-multi-choice,10,87353,group1,low_entitlement,8,urgency,5,3,3,5,Male,Yes,29
8234,survey-multi-choice,11,87353,group1,low_entitlement,4,relationship,5,3,3,6,Male,Yes,29
29826,survey-multi-choice,2,88039,group2,high_entitlement,4,relationship,5,5,5,6,Male,Yes,72
12248,survey-multi-choice,3,88039,group2,low_entitlement,7,urgency,5,6,5,5,Male,Yes,72
9442,survey-multi-choice,4,88039,group2,low_entitlement,5,institution,6,5,6,6,Male,Yes,72
9115,survey-multi-choice,5,88039,group2,low_entitlement,1,interaction,5,6,6,6,Male,Yes,72
7822,survey-multi-choice,6,88039,group2,high_entitlement,8,urgency,5,5,6,5,Male,Yes,72
9127,survey-multi-choice,7,88039,group2,low_entitlement,3,relationship,5,5,6,5,Male,Yes,72
6639,survey-multi-choice,8,88039,group2,high_entitlement,6,institution,6,6,5,6,Male,Yes,72
5762,survey-multi-choice,9,88039,group2,low_entitlement,9,urgency,5,5,6,6,Male,Yes,72
8210,survey-multi-choice,10,88039,group2,high_entitlement,10,institution,5,6,6,6,Male,Yes,72
8858,survey-multi-choice,11,88039,group2,high_entitlement,2,interaction,5,5,5,6,Male,Yes,72
64137,survey-multi-choice,2,88182,group1,low_entitlement,4,relationship,5,4,5,6,Male,Yes,31
69824,survey-multi-choice,3,88182,group1,low_entitlement,8,urgency,5,4,5,6,Male,Yes,31
37585,survey-multi-choice,4,88182,group1,low_entitlement,10,institution,7,1,4,4,Male,Yes,31
125618,survey-multi-choice,5,88182,group1,low_entitlement,2,interaction,5,4,6,5,Male,Yes,31
12242,survey-multi-choice,6,88182,group1,high_entitlement,5,institution,7,5,6,5,Male,Yes,31
30373,survey-multi-choice,7,88182,group1,high_entitlement,1,interaction,6,5,4,5,Male,Yes,31
70432,survey-multi-choice,8,88182,group1,high_entitlement,3,relationship,5,4,5,6,Male,Yes,31
34179,survey-multi-choice,9,88182,group1,high_entitlement,7,urgency,1,6,5,2,Male,Yes,31
52255,survey-multi-choice,10,88182,group1,low_entitlement,6,institution,4,3,4,6,Male,Yes,31
10637,survey-multi-choice,11,88182,group1,high_entitlement,9,urgency,6,5,4,5,Male,Yes,31
21432,survey-multi-choice,2,88657,group2,low_entitlement,1,interaction,5,4,5,3,Female,Yes,30
14434,survey-multi-choice,3,88657,group2,high_entitlement,2,interaction,5,4,4,7,Female,Yes,30
12871,survey-multi-choice,4,88657,group2,high_entitlement,10,institution,4,5,4,4,Female,Yes,30
15811,survey-multi-choice,5,88657,group2,low_entitlement,5,institution,3,5,5,4,Female,Yes,30
16307,survey-multi-choice,6,88657,group2,high_entitlement,8,urgency,4,3,5,5,Female,Yes,30
19353,survey-multi-choice,7,88657,group2,low_entitlement,3,relationship,7,4,5,4,Female,Yes,30
26774,survey-multi-choice,8,88657,group2,high_entitlement,4,relationship,4,7,4,7,Female,Yes,30
17062,survey-multi-choice,9,88657,group2,low_entitlement,7,urgency,6,4,5,4,Female,Yes,30
16034,survey-multi-choice,10,88657,group2,high_entitlement,6,institution,7,4,3,4,Female,Yes,30
18604,survey-multi-choice,11,88657,group2,low_entitlement,9,urgency,3,5,4,4,Female,Yes,30
14511,survey-multi-choice,2,8933,group2,high_entitlement,10,institution,5,6,4,6,Male,Yes,25
5406,survey-multi-choice,3,8933,group2,low_entitlement,7,urgency,6,5,6,5,Male,Yes,25
8678,survey-multi-choice,4,8933,group2,high_entitlement,6,institution,6,5,6,7,Male,Yes,25
5458,survey-multi-choice,5,8933,group2,low_entitlement,3,relationship,6,7,5,6,Male,Yes,25
3773,survey-multi-choice,6,8933,group2,low_entitlement,5,institution,6,5,6,7,Male,Yes,25
6331,survey-multi-choice,7,8933,group2,low_entitlement,1,interaction,7,5,6,5,Male,Yes,25
5295,survey-multi-choice,8,8933,group2,high_entitlement,2,interaction,6,5,6,7,Male,Yes,25
5985,survey-multi-choice,9,8933,group2,low_entitlement,9,urgency,7,6,5,6,Male,Yes,25
5786,survey-multi-choice,10,8933,group2,high_entitlement,4,relationship,7,6,5,6,Male,Yes,25
4682,survey-multi-choice,11,8933,group2,high_entitlement,8,urgency,7,5,6,5,Male,Yes,25
62478,survey-multi-choice,2,89967,group2,high_entitlement,10,institution,3,1,3,7,Male,Yes,43
43957,survey-multi-choice,3,89967,group2,low_entitlement,1,interaction,4,5,4,5,Male,Yes,43
37716,survey-multi-choice,4,89967,group2,high_entitlement,2,interaction,4,5,6,5,Male,Yes,43
26731,survey-multi-choice,5,89967,group2,low_entitlement,7,urgency,6,6,5,6,Male,Yes,43
30290,survey-multi-choice,6,89967,group2,high_entitlement,6,institution,2,1,3,7,Male,Yes,43
22361,survey-multi-choice,7,89967,group2,low_entitlement,5,institution,4,1,3,7,Male,Yes,43
21306,survey-multi-choice,8,89967,group2,low_entitlement,9,urgency,4,6,2,6,Male,Yes,43
29625,survey-multi-choice,9,89967,group2,low_entitlement,3,relationship,7,4,6,2,Male,Yes,43
20081,survey-multi-choice,10,89967,group2,high_entitlement,4,relationship,4,7,4,7,Male,Yes,43
18322,survey-multi-choice,11,89967,group2,high_entitlement,8,urgency,5,6,4,7,Male,Yes,43
24154,survey-multi-choice,2,9161,group2,low_entitlement,9,urgency,4,6,5,5,Male,Yes,52
20584,survey-multi-choice,3,9161,group2,high_entitlement,6,institution,6,5,4,4,Male,Yes,52
12483,survey-multi-choice,4,9161,group2,low_entitlement,1,interaction,4,5,5,4,Male,Yes,52
10368,survey-multi-choice,5,9161,group2,high_entitlement,2,interaction,7,6,6,5,Male,Yes,52
10765,survey-multi-choice,6,9161,group2,low_entitlement,5,institution,7,6,5,4,Male,Yes,52
7763,survey-multi-choice,7,9161,group2,high_entitlement,4,relationship,NA,5,5,6,Male,Yes,52
8652,survey-multi-choice,8,9161,group2,high_entitlement,10,institution,6,5,5,4,Male,Yes,52
8451,survey-multi-choice,9,9161,group2,high_entitlement,8,urgency,7,4,5,5,Male,Yes,52
9055,survey-multi-choice,10,9161,group2,low_entitlement,3,relationship,6,5,5,6,Male,Yes,52
13779,survey-multi-choice,11,9161,group2,low_entitlement,7,urgency,6,5,6,5,Male,Yes,52
28795,survey-multi-choice,2,94809,group2,high_entitlement,2,interaction,2,4,5,7,Female,Yes,51
18839,survey-multi-choice,3,94809,group2,high_entitlement,4,relationship,4,7,3,6,Female,Yes,51
29302,survey-multi-choice,4,94809,group2,high_entitlement,8,urgency,4,5,3,7,Female,Yes,51
18637,survey-multi-choice,5,94809,group2,low_entitlement,9,urgency,4,6,2,4,Female,Yes,51
21618,survey-multi-choice,6,94809,group2,low_entitlement,7,urgency,5,6,6,4,Female,Yes,51
24059,survey-multi-choice,7,94809,group2,high_entitlement,6,institution,6,2,2,7,Female,Yes,51
21123,survey-multi-choice,8,94809,group2,high_entitlement,10,institution,6,1,1,7,Female,Yes,51
20347,survey-multi-choice,9,94809,group2,low_entitlement,3,relationship,6,1,2,6,Female,Yes,51
18536,survey-multi-choice,10,94809,group2,low_entitlement,5,institution,6,1,5,4,Female,Yes,51
52422,survey-multi-choice,11,94809,group2,low_entitlement,1,interaction,2,4,1,7,Female,Yes,51
86106,survey-multi-choice,2,95125,group1,low_entitlement,2,interaction,7,6,6,5,Female,Yes,34
29450,survey-multi-choice,3,95125,group1,high_entitlement,9,urgency,7,5,2,1,Female,Yes,34
42059,survey-multi-choice,4,95125,group1,high_entitlement,1,interaction,3,5,2,6,Female,Yes,34
30575,survey-multi-choice,5,95125,group1,high_entitlement,5,institution,7,2,NA,7,Female,Yes,34
400824,survey-multi-choice,6,95125,group1,low_entitlement,4,relationship,6,4,NA,4,Female,Yes,34
33025,survey-multi-choice,7,95125,group1,low_entitlement,10,institution,5,1,2,7,Female,Yes,34
34958,survey-multi-choice,8,95125,group1,high_entitlement,7,urgency,7,6,5,2,Female,Yes,34
43810,survey-multi-choice,9,95125,group1,high_entitlement,3,relationship,1,3,2,7,Female,Yes,34
27881,survey-multi-choice,10,95125,group1,low_entitlement,6,institution,6,1,1,7,Female,Yes,34
31289,survey-multi-choice,11,95125,group1,low_entitlement,8,urgency,6,6,4,2,Female,Yes,34
23052,survey-multi-choice,2,95413,group2,high_entitlement,2,interaction,4,6,5,5,Female,Yes,31
39317,survey-multi-choice,3,95413,group2,low_entitlement,9,urgency,1,7,1,3,Female,Yes,31
16361,survey-multi-choice,4,95413,group2,high_entitlement,6,institution,7,1,1,7,Female,Yes,31
25910,survey-multi-choice,5,95413,group2,high_entitlement,4,relationship,1,7,4,7,Female,Yes,31
17435,survey-multi-choice,6,95413,group2,high_entitlement,8,urgency,6,7,4,7,Female,Yes,31
14563,survey-multi-choice,7,95413,group2,low_entitlement,3,relationship,7,1,2,6,Female,Yes,31
26347,survey-multi-choice,8,95413,group2,low_entitlement,1,interaction,5,3,5,4,Female,Yes,31
16292,survey-multi-choice,9,95413,group2,low_entitlement,7,urgency,6,6,4,3,Female,Yes,31
20907,survey-multi-choice,10,95413,group2,high_entitlement,10,institution,5,1,1,7,Female,Yes,31
15485,survey-multi-choice,11,95413,group2,low_entitlement,5,institution,6,1,4,5,Female,Yes,31
14807,survey-multi-choice,2,95438,group1,low_entitlement,6,institution,5,6,6,7,Male,Yes,29
19952,survey-multi-choice,3,95438,group1,high_entitlement,1,interaction,6,7,7,6,Male,Yes,29
4381,survey-multi-choice,4,95438,group1,high_entitlement,7,urgency,5,6,6,7,Male,Yes,29
4974,survey-multi-choice,5,95438,group1,low_entitlement,10,institution,6,7,7,6,Male,Yes,29
4088,survey-multi-choice,6,95438,group1,low_entitlement,8,urgency,5,5,6,6,Male,Yes,29
4752,survey-multi-choice,7,95438,group1,low_entitlement,2,interaction,5,6,6,7,Male,Yes,29
5691,survey-multi-choice,8,95438,group1,high_entitlement,5,institution,7,6,6,7,Male,Yes,29
5411,survey-multi-choice,9,95438,group1,high_entitlement,9,urgency,6,5,5,6,Male,Yes,29
5373,survey-multi-choice,10,95438,group1,high_entitlement,3,relationship,6,7,6,6,Male,Yes,29
5467,survey-multi-choice,11,95438,group1,low_entitlement,4,relationship,5,6,6,6,Male,Yes,29
49180,survey-multi-choice,2,95684,group2,high_entitlement,8,urgency,4,6,3,3,Male,Yes,28
19243,survey-multi-choice,3,95684,group2,high_entitlement,4,relationship,6,5,5,6,Male,Yes,28
15076,survey-multi-choice,4,95684,group2,low_entitlement,3,relationship,3,2,6,5,Male,Yes,28
13774,survey-multi-choice,5,95684,group2,low_entitlement,7,urgency,3,4,3,5,Male,Yes,28
29116,survey-multi-choice,6,95684,group2,high_entitlement,10,institution,6,6,7,7,Male,Yes,28
16029,survey-multi-choice,7,95684,group2,low_entitlement,1,interaction,7,6,7,7,Male,Yes,28
28540,survey-multi-choice,8,95684,group2,low_entitlement,5,institution,7,7,7,7,Male,Yes,28
12179,survey-multi-choice,9,95684,group2,low_entitlement,9,urgency,6,5,6,5,Male,Yes,28
15387,survey-multi-choice,10,95684,group2,high_entitlement,2,interaction,7,7,7,6,Male,Yes,28
11130,survey-multi-choice,11,95684,group2,high_entitlement,6,institution,4,3,3,4,Male,Yes,28
14859,survey-multi-choice,2,97599,group2,high_entitlement,10,institution,5,1,7,6,Female,Yes,29
9489,survey-multi-choice,3,97599,group2,high_entitlement,6,institution,1,1,1,7,Female,Yes,29
8525,survey-multi-choice,4,97599,group2,high_entitlement,4,relationship,4,7,1,7,Female,Yes,29
12748,survey-multi-choice,5,97599,group2,low_entitlement,5,institution,1,1,5,1,Female,Yes,29
9858,survey-multi-choice,6,97599,group2,low_entitlement,7,urgency,4,6,4,4,Female,Yes,29
11607,survey-multi-choice,7,97599,group2,low_entitlement,9,urgency,4,6,3,2,Female,Yes,29
16323,survey-multi-choice,8,97599,group2,low_entitlement,3,relationship,7,2,4,5,Female,Yes,29
12876,survey-multi-choice,9,97599,group2,high_entitlement,2,interaction,4,7,6,7,Female,Yes,29
9917,survey-multi-choice,10,97599,group2,high_entitlement,8,urgency,4,6,1,7,Female,Yes,29
11914,survey-multi-choice,11,97599,group2,low_entitlement,1,interaction,4,7,7,1,Female,Yes,29
23143,survey-multi-choice,2,98025,group1,high_entitlement,9,urgency,2,6,1,1,Male,Yes,33
22448,survey-multi-choice,3,98025,group1,high_entitlement,1,interaction,1,5,1,1,Male,Yes,33
13495,survey-multi-choice,4,98025,group1,low_entitlement,10,institution,NA,1,1,1,Male,Yes,33
15010,survey-multi-choice,5,98025,group1,high_entitlement,7,urgency,2,6,4,2,Male,Yes,33
24491,survey-multi-choice,6,98025,group1,high_entitlement,3,relationship,1,4,2,3,Male,Yes,33
21172,survey-multi-choice,7,98025,group1,low_entitlement,6,institution,5,1,1,1,Male,Yes,33
13813,survey-multi-choice,8,98025,group1,high_entitlement,5,institution,6,1,1,1,Male,Yes,33
16668,survey-multi-choice,9,98025,group1,low_entitlement,4,relationship,4,3,5,3,Male,Yes,33
13497,survey-multi-choice,10,98025,group1,low_entitlement,8,urgency,4,5,3,3,Male,Yes,33
18030,survey-multi-choice,11,98025,group1,low_entitlement,2,interaction,4,5,5,5,Male,Yes,33
17907,survey-multi-choice,2,99004,group2,low_entitlement,9,urgency,4,6,2,7,Female,Yes,34
13258,survey-multi-choice,3,99004,group2,high_entitlement,4,relationship,4,7,5,7,Female,Yes,34
14667,survey-multi-choice,4,99004,group2,high_entitlement,2,interaction,4,5,5,7,Female,Yes,34
12067,survey-multi-choice,5,99004,group2,low_entitlement,5,institution,6,1,3,7,Female,Yes,34
13187,survey-multi-choice,6,99004,group2,low_entitlement,7,urgency,5,6,5,7,Female,Yes,34
13178,survey-multi-choice,7,99004,group2,low_entitlement,3,relationship,6,3,3,7,Female,Yes,34
22178,survey-multi-choice,8,99004,group2,low_entitlement,1,interaction,4,5,5,6,Female,Yes,34
13731,survey-multi-choice,9,99004,group2,high_entitlement,10,institution,6,1,1,7,Female,Yes,34
14298,survey-multi-choice,10,99004,group2,high_entitlement,8,urgency,4,6,4,7,Female,Yes,34
11011,survey-multi-choice,11,99004,group2,high_entitlement,6,institution,5,2,1,7,Female,Yes,34